Date,Buy_Hold_Value,Account_Value,Percent_Buy_Hold,Percent_Account_Value
2014-10-15,14914.39944,15010.820333,-0.005706704,0.000721355533334
2014-10-16,14901.60032,15090.070165,-0.00655997866667,0.00600467766667
2014-10-17,15077.60008,15032.290165,0.00517333866667,0.00215267766667
2014-10-20,15224.00024,14900.29,0.0149333493333,-0.00664733333333
2014-10-21,15525.60056,15175.72033,0.0350400373333,0.0117146886667
2014-10-22,15415.20016,15065.050498,0.0276800106667,0.00433669986667
2014-10-23,15594.39944,15385.39033,0.0396266293333,0.0256926886667
2014-10-24,15714.39944,15279.230402,0.0476266293333,0.0186153601333
2014-10-27,15692.80032,15036.23029,0.046186688,0.00241535266667
2014-10-28,15872.80032,15501.22055,0.058186688,0.0334147033333
2014-10-29,15848.80008,15549.490624,0.056586672,0.0366327082667
2014-10-30,15950.4004,15652.710928,0.0633600266667,0.0435140618667
2014-10-31,16132.80032,15867.420681,0.0755200213333,0.0578280454
2014-11-03,16141.60032,16119.430948,0.076106688,0.0746287298667
2014-11-04,16085.60056,16133.060987,0.0723733706667,0.0755373991333
2014-11-05,16187.19968,16297.46097,0.0791466453333,0.086497398
2014-11-06,16251.99952,16472.681022,0.0834666346667,0.0981787348
2014-11-07,16267.19968,16507.310966,0.0844799786667,0.100487397733
2014-11-10,16318.39968,16588.320792,0.087893312,0.1058880528
2014-11-11,16334.39944,16598.270769,0.0889599626667,0.1065513846
2014-11-12,16316.80056,16738.031033,0.087786704,0.115868735533
2014-11-13,16335.20016,16638.69101,0.089013344,0.109246067333
2014-11-14,16339.2004,16662.420885,0.0892800266667,0.110828059
2014-11-17,16349.5996,16651.350917,0.0899733066667,0.110090061133
2014-11-18,16444.00024,16692.350829,0.0962666826667,0.1128233886
2014-11-19,16417.60008,16628.000917,0.094506672,0.108533394467
2014-11-20,16446.40016,16705.710917,0.0964266773333,0.113714061133
2014-11-21,16534.39944,16752.270819,0.102293296,0.1168180546
2014-11-24,16580.7996,16889.550778,0.10538664,0.125970051867
2014-11-25,16568.80008,16870.861012,0.104586672,0.124724067467
2014-11-26,16611.19992,17113.98094,0.107413328,0.140932062667
2014-11-28,16575.99976,16886.160446,0.105066650667,0.125744029733
2014-12-01,16460.7996,16653.530518,0.09738664,0.110235367867
2014-12-02,16567.19968,16903.520729,0.104479978667,0.126901381933
2014-12-03,16631.19992,17153.31094,0.108746661333,0.143554062667
2014-12-04,16612.80032,17184.86059,0.107520021333,0.145657372667
2014-12-05,16640.0,17501.410729,0.109333333333,0.166760715267
2014-12-08,16528.80008,17251.290729,0.101920005333,0.1500860486
2014-12-09,16517.60008,17378.030729,0.101173338667,0.158535381933
2014-12-10,16252.80032,17541.64103,0.0835200213333,0.169442735333
2014-12-11,16335.20016,17589.68103,0.089013344,0.172645402
2014-12-12,16071.19992,17052.600494,0.071413328,0.136840032933
2014-12-15,15960.7996,16766.46103,0.0640533066667,0.117764068667
2014-12-16,15832.80032,16838.77103,0.0555200213333,0.122584735333
2014-12-17,16143.19944,17156.930964,0.076213296,0.1437953976
2014-12-18,16542.39992,17110.760766,0.102826661333,0.1407173844
2014-12-19,16521.60032,16994.990729,0.101440021333,0.132999381933
2014-12-22,16597.60008,16738.190795,0.106506672,0.115879386333
2014-12-23,16620.0,16956.660626,0.108,0.130444041733
2014-12-24,16621.60032,17026.910861,0.108106688,0.135127390733
2014-12-26,16675.20016,17147.010597,0.111680010667,0.1431340398
2014-12-29,16697.60008,17135.240494,0.113173338667,0.142349366267
2014-12-30,16608.00048,17060.050597,0.107200032,0.137336706467
2014-12-31,16443.19944,16997.220494,0.096213296,0.133148032933
2015-01-02,16434.39944,17011.640494,0.0956266293333,0.134109366267
2015-01-05,16137.60008,17009.140494,0.0758400053333,0.1339426996
2015-01-06,15985.60056,17009.140494,0.065706704,0.1339426996
2015-01-07,16184.79984,17009.140494,0.078986656,0.1339426996
2015-01-08,16471.99952,17009.140494,0.0981333013333,0.1339426996
2015-01-09,16340.0,17009.140494,0.0893333333333,0.1339426996
2015-01-12,16211.99952,17009.140494,0.080799968,0.1339426996
2015-01-13,16166.40016,17009.140494,0.0777600106667,0.1339426996
2015-01-14,16068.80008,17009.140494,0.0712533386667,0.1339426996
2015-01-15,15921.60032,17009.140494,0.0614400213333,0.1339426996
2015-01-16,16130.4004,17009.140494,0.0753600266667,0.1339426996
2015-01-20,16164.79984,17009.140494,0.0776533226667,0.1339426996
2015-01-21,16246.40016,17009.140494,0.083093344,0.1339426996
2015-01-22,16488.00048,17009.140494,0.099200032,0.1339426996
2015-01-23,16397.60008,17009.140494,0.0931733386667,0.1339426996
2015-01-26,16435.99976,17009.140494,0.0957333173333,0.1339426996
2015-01-27,16219.2004,17009.140494,0.0812800266667,0.1339426996
2015-01-28,16011.19992,17009.140494,0.067413328,0.1339426996
2015-01-29,16159.2004,18032.460494,0.0772800266667,0.202164032933
2015-01-30,15955.99976,17719.280125,0.0637333173333,0.181285341667
2015-02-02,16153.59984,18180.250494,0.076906656,0.2120166996
2015-02-03,16387.19968,18457.080494,0.0924799786667,0.230472032933
2015-02-04,16324.79984,18418.120125,0.0883199893333,0.227874675
2015-02-05,16489.5996,18656.610863,0.09930664,0.243774057533
2015-02-06,16444.00024,18587.540494,0.0962666826667,0.239169366267
2015-02-09,16370.4004,18640.010168,0.0913600266667,0.242667344533
2015-02-10,16544.79984,18611.700205,0.102986656,0.240780013667
2015-02-11,16554.39944,18527.290863,0.103626629333,0.2351527242
2015-02-12,16713.59984,18560.88082,0.114239989333,0.237392054667
2015-02-13,16782.39992,18558.160863,0.118826661333,0.2372107242
2015-02-17,16808.80008,18555.430826,0.120586672,0.237028721733
2015-02-18,16810.4004,18555.270826,0.12069336,0.237018055067
2015-02-19,16798.39968,18296.9109,0.119893312,0.21979406
2015-02-20,16899.2004,19211.950857,0.12661336,0.2807967238
2015-02-23,16896.80056,18844.671181,0.126453370667,0.256311412067
2015-02-24,16944.79984,18852.520857,0.129653322667,0.2568347238
2015-02-25,16930.4004,19152.701181,0.12869336,0.2768467454
2015-02-26,16910.4004,19408.091019,0.127360026667,0.2938727346
2015-02-27,16852.80032,19378.890731,0.123520021333,0.291926048733
2015-03-02,16959.2004,19279.291181,0.13061336,0.285286078733
2015-03-03,16889.5996,19031.490731,0.125973306667,0.268766048733
2015-03-04,16818.39968,19212.121307,0.121226645333,0.280808087133
2015-03-05,16836.80056,19087.401019,0.122453370667,0.272493401267
2015-03-06,16600.0,18980.301145,0.106666666667,0.265353409667
2015-03-09,16668.80008,18868.611019,0.111253338667,0.257907401267
2015-03-10,16398.39968,18747.281019,0.0932266453333,0.2498187346
2015-03-11,16360.0,18804.651019,0.0906666666667,0.253643401267
2015-03-12,16568.00048,18879.761145,0.104533365333,0.258650743
2015-03-13,16466.40016,18855.941145,0.0977600106667,0.257062743
2015-03-16,16686.40016,18823.961145,0.112426677333,0.254930743
2015-03-17,16636.80056,18845.281145,0.109120037333,0.256352076333
2015-03-18,16836.80056,18861.271145,0.122453370667,0.257418076333
2015-03-19,16760.0,18845.281145,0.117333333333,0.256352076333
2015-03-20,16832.80032,18925.231145,0.122186688,0.261682076333
2015-03-23,16800.0,18922.731145,0.12,0.261515409667
2015-03-24,16705.60056,18922.731145,0.113706704,0.261515409667
2015-03-25,16460.7996,18922.731145,0.09738664,0.261515409667
2015-03-26,16421.60032,18922.731145,0.0947733546667,0.261515409667
2015-03-27,16459.2004,18597.491145,0.0972800266667,0.239832743
2015-03-30,16660.0,18962.610819,0.110666666667,0.2641740546
2015-03-31,16514.39944,18890.890819,0.100959962667,0.259392721267
2015-04-01,16455.99976,18884.370819,0.0970666506667,0.2589580546
2015-04-02,16515.20016,18959.350819,0.101013344,0.263956721267
2015-04-06,16626.40016,19027.811145,0.108426677333,0.268520743
2015-04-07,16582.39992,18868.071145,0.105493328,0.257871409667
2015-04-08,16638.39968,19037.590493,0.109226645333,0.269172699533
2015-04-09,16711.99952,19050.630819,0.114133301333,0.2700420546
2015-04-10,16803.19944,19096.270819,0.120213296,0.273084721267
2015-04-13,16727.19968,19093.770819,0.115146645333,0.2729180546
2015-04-14,16759.2004,19093.770819,0.117280026667,0.2729180546
2015-04-15,16834.39944,19093.770819,0.122293296,0.2729180546
2015-04-16,16829.5996,19093.770819,0.121973306667,0.2729180546
2015-04-17,16635.99976,19093.770819,0.109066650667,0.2729180546
2015-04-20,16788.00048,19093.770819,0.119200032,0.2729180546
2015-04-21,16768.00048,19093.770819,0.117866698667,0.2729180546
2015-04-22,16850.4004,19093.770819,0.123360026667,0.2729180546
2015-04-23,16892.80032,19093.770819,0.126186688,0.2729180546
2015-04-24,16931.99952,19093.770819,0.128799968,0.2729180546
2015-04-27,16861.60032,19093.770819,0.124106688,0.2729180546
2015-04-28,16915.20016,18923.191201,0.127680010667,0.261546080067
2015-04-29,16845.60056,18659.610819,0.123040037333,0.2439740546
2015-04-30,16676.80056,18686.350819,0.111786704,0.245756721267
2015-05-01,16857.60008,18808.590819,0.123840005333,0.2539060546
2015-05-04,16905.60056,18839.150819,0.127040037333,0.255943387933
2015-05-05,16711.99952,18728.371201,0.114133301333,0.248558080067
2015-05-06,16643.19944,18682.530819,0.109546629333,0.2455020546
2015-05-07,16709.5996,18928.000437,0.113973306667,0.2618666958
2015-05-08,16929.5996,18890.430819,0.128639973333,0.2593620546
2015-05-11,16848.80008,19014.121201,0.123253338667,0.267608080067
2015-05-12,16798.39968,19028.231201,0.119893312,0.268548746733
2015-05-13,16801.60032,18902.851201,0.120106688,0.260190080067
2015-05-14,16976.80056,19063.091201,0.131786704,0.270872746733
2015-05-15,16995.20016,19206.921201,0.133013344,0.2804614134
2015-05-18,17048.00048,19350.391201,0.136533365333,0.290026080067
2015-05-19,17042.39992,19434.341201,0.136159994667,0.295622746733
2015-05-20,17030.4004,19437.191201,0.135360026667,0.295812746733
2015-05-21,17080.0,19443.511201,0.138666666667,0.296234080067
2015-05-22,17039.2004,19433.821201,0.135946693333,0.295588080067
2015-05-26,16855.99976,19390.681201,0.123733317333,0.292712080067
2015-05-27,17015.99976,19268.451201,0.134399984,0.2845634134
2015-05-28,16996.80056,19311.591201,0.133120037333,0.2874394134
2015-05-29,16891.19992,19309.091201,0.126079994667,0.287272746733
2015-06-01,16925.60056,19309.091201,0.128373370667,0.287272746733
2015-06-02,16908.80008,19309.091201,0.127253338667,0.287272746733
2015-06-03,16953.59984,19309.091201,0.130239989333,0.287272746733
2015-06-04,16810.4004,19309.091201,0.12069336,0.287272746733
2015-06-05,16781.60032,19309.091201,0.118773354667,0.287272746733
2015-06-08,16673.59984,19309.091201,0.111573322667,0.287272746733
2015-06-09,16675.99976,19309.091201,0.111733317333,0.287272746733
2015-06-10,16876.80056,19309.091201,0.125120037333,0.287272746733
2015-06-11,16931.99952,19309.091201,0.128799968,0.287272746733
2015-06-12,16794.39944,19309.091201,0.119626629333,0.287272746733
2015-06-15,16728.00048,19309.091201,0.115200032,0.287272746733
2015-06-16,16820.0,19309.091201,0.121333333333,0.287272746733
2015-06-17,16847.19968,19309.091201,0.123146645333,0.287272746733
2015-06-18,17016.80056,19309.091201,0.134453370667,0.287272746733
2015-06-19,16864.79984,19309.091201,0.124319989333,0.287272746733
2015-06-22,16951.19992,19309.091201,0.130079994667,0.287272746733
2015-06-23,16964.00024,19309.091201,0.130933349333,0.287272746733
2015-06-24,16840.7996,19309.091201,0.122719973333,0.287272746733
2015-06-25,16786.40016,19309.091201,0.119093344,0.287272746733
2015-06-26,16791.99952,19309.091201,0.119466634667,0.287272746733
2015-06-29,16437.60008,19309.091201,0.0958400053333,0.287272746733
2015-06-30,16471.19992,19309.091201,0.0980799946667,0.287272746733
2015-07-01,16605.60056,19309.091201,0.107040037333,0.287272746733
2015-07-02,16585.60056,19309.091201,0.105706704,0.287272746733
2015-07-06,16533.59984,19309.091201,0.102239989333,0.287272746733
2015-07-07,16640.7996,19309.091201,0.10938664,0.287272746733
2015-07-08,16362.39992,19309.091201,0.0908266613333,0.287272746733
2015-07-09,16384.00024,19309.091201,0.0922666826667,0.287272746733
2015-07-10,16598.39968,19309.091201,0.106559978667,0.287272746733
2015-07-13,16780.7996,19309.091201,0.118719973333,0.287272746733
2015-07-14,16857.60008,19309.091201,0.123840005333,0.287272746733
2015-07-15,16850.4004,19309.091201,0.123360026667,0.287272746733
2015-07-16,16981.60032,19309.091201,0.132106688,0.287272746733
2015-07-17,16997.60008,19309.091201,0.133173338667,0.287272746733
2015-07-20,17009.5996,19309.091201,0.133973306667,0.287272746733
2015-07-21,16940.7996,19309.091201,0.12938664,0.287272746733
2015-07-22,16903.19944,19309.091201,0.126879962667,0.287272746733
